 0.000000000	 0.069296963	 0.003535538	 0.069345291	 0.148657591	 0.148657591	 0.148657591	 0.148657591
 0.000000000	 0.033511730	 0.021513873	 0.035934552	 0.041961295	 0.041961295	 0.041961447	 0.041961447
 0.000000000	 0.041342448	 0.034086159	 0.050668890	 0.071814012	 0.071814010	 0.071814556	 0.071814556
 0.000000000	 0.021932189	 0.007917511	 0.022313896	 0.037817632	 0.037817632	 0.037817725	 0.037817725
 0.000000000	 0.023997118	 0.010328815	 0.025702049	 0.040313250	 0.040313249	 0.040313482	 0.040313482
 0.000000000	 0.022037918	 0.011190277	 0.022986529	 0.025223134	 0.025223134	 0.025223134	 0.025223134
 0.000000000	 0.035969915	 0.032474537	 0.045622776	 0.077221244	 0.077221243	 0.077221559	 0.077221559
 0.000000000	 0.032207113	 0.055347001	 0.057124879	 0.064314550	 0.064314550	 0.064314550	 0.064314550
 0.000000000	 0.049621523	 0.049834969	 0.066955736	 0.108941933	 0.108941927	 0.108942061	 0.108942061
 0.000000000	 0.009881319	 0.009973199	 0.013358592	 0.021175239	 0.021175285	 0.021175285	 0.021175285
 0.000000000	 0.023874536	 0.005567172	 0.024061454	 0.038267741	 0.038267741	 0.038267810	 0.038267810
 0.000000000	 0.005202688	 0.002493508	 0.005312254	 0.007670219	 0.007670221	 0.007670221	 0.007670221
 0.000000000	 0.016036649	 0.017505875	 0.017755882	 0.018472868	 0.018472868	 0.018472868	 0.018472868
 0.000000000	 0.024341099	 0.042720495	 0.043447234	 0.045734292	 0.045734293	 0.045734293	 0.045734293
 0.000000000	 0.021381920	 0.047727465	 0.048019399	 0.048238498	 0.048238498	 0.048238627	 0.048238627
 0.000000000	 0.023248739	 0.033948146	 0.037913209	 0.051329272	 0.051329271	 0.051329271	 0.051329271
 0.000000000	 0.046574857	 0.031575886	 0.054193206	 0.106229743	 0.106229738	 0.106229848	 0.106229848
 0.000000000	 0.026127292	 0.024691906	 0.033118405	 0.055717710	 0.055717708	 0.055717918	 0.055717918
 0.000000000	 0.008941069	 0.013454432	 0.014373620	 0.016553450	 0.016553451	 0.016553451	 0.016553451
 0.000000000	 0.025053225	 0.019950653	 0.030832637	 0.057696519	 0.057696521	 0.057696521	 0.057696521
 0.000000000	 0.024394424	 0.015274594	 0.027873777	 0.055321257	 0.055321283	 0.055321283	 0.055321283
 0.000000000	 0.020543226	 0.034959458	 0.037592352	 0.040601799	 0.040601833	 0.040601833	 0.040601833
 0.000000000	 0.028675516	 0.022966950	 0.035258288	 0.062058734	 0.062058756	 0.062058756	 0.062058756
 0.000000000	 0.023308819	 0.011215306	 0.024066121	 0.049090371	 0.049090385	 0.049090385	 0.049090385
 0.000000000	 0.009880467	 0.007542259	 0.011981184	 0.021897647	 0.021897663	 0.021897663	 0.021897663
 0.000000000	 0.012302438	 0.022670257	 0.023825798	 0.024583795	 0.024583812	 0.024583812	 0.024583812
 0.000000000	 0.018711903	 0.025434711	 0.029165454	 0.040803666	 0.040803671	 0.040803671	 0.040803671
 0.000000000	 0.029111736	 0.045560761	 0.050212686	 0.066616290	 0.066616320	 0.066616320	 0.066616320
 0.000000000	 0.014785458	 0.012530412	 0.017472324	 0.026318325	 0.026318326	 0.026318326	 0.026318326
 0.000000000	 0.005739581	 0.005606880	 0.006474435	 0.006659981	 0.006659983	 0.006659983	 0.006659983
 0.000000000	 0.031871685	 0.021452012	 0.036155515	 0.066715682	 0.066715687	 0.066715687	 0.066715687
 0.000000000	 0.026903073	 0.005035770	 0.026988483	 0.054292412	 0.054292411	 0.054292539	 0.054292539
 0.000000000	 0.025091083	 0.025193152	 0.033675077	 0.053697770	 0.053697778	 0.053697778	 0.053697778
 0.000000000	 0.025852337	 0.012473108	 0.027156970	 0.052474096	 0.052474095	 0.052474176	 0.052474176
 0.000000000	 0.023731601	 0.030172793	 0.036075312	 0.040874016	 0.040874070	 0.040874070	 0.040874070
 0.000000000	 0.028757095	 0.033325318	 0.040925417	 0.058771893	 0.058771903	 0.058771903	 0.058771903
 0.000000000	 0.036033132	 0.041773293	 0.050815531	 0.078640116	 0.078640113	 0.078640406	 0.078640406
 0.000000000	 0.017422726	 0.031608443	 0.032078365	 0.033113252	 0.033113259	 0.033113259	 0.033113259
 0.000000000	 0.023488837	 0.045075871	 0.046739284	 0.049353292	 0.049353301	 0.049353301	 0.049353301
 0.000000000	 0.024887262	 0.036421227	 0.040717305	 0.049991940	 0.049991961	 0.049991961	 0.049991961
 0.000000000	 0.025079200	 0.023729265	 0.032217898	 0.039659554	 0.039659570	 0.039659570	 0.039659570
 0.000000000	 0.007710588	 0.010299444	 0.011974441	 0.012657956	 0.012657958	 0.012657958	 0.012657958
 0.000000000	 0.035442559	 0.040581486	 0.050366890	 0.079844030	 0.079844029	 0.079844061	 0.079844061
 0.000000000	 0.018220179	 0.037577702	 0.038280567	 0.039945558	 0.039945575	 0.039945575	 0.039945575
 0.000000000	 0.019156999	 0.022682788	 0.027843729	 0.043594836	 0.043594835	 0.043594913	 0.043594913
 0.000000000	 0.015811466	 0.012479190	 0.018626743	 0.030160615	 0.030160615	 0.030160615	 0.030160615
 0.000000000	 0.025963428	 0.018124787	 0.030528789	 0.059247244	 0.059247243	 0.059247286	 0.059247286
 0.000000000	 0.012669383	 0.017491354	 0.020211457	 0.028642260	 0.028642272	 0.028642272	 0.028642272
 0.000000000	 0.025831765	 0.011133039	 0.027496683	 0.057872496	 0.057872493	 0.057872493	 0.057872493
 0.000000000	 0.020844157	 0.035038910	 0.037850030	 0.047945013	 0.047945013	 0.047945081	 0.047945081
 0.000000000	 0.012022532	 0.004968112	 0.012830499	 0.022606639	 0.022606643	 0.022606643	 0.022606643
 0.000000000	 0.036822962	 0.008922260	 0.037524131	 0.075572849	 0.075572848	 0.075572939	 0.075572939
 0.000000000	 0.027320268	 0.028010209	 0.037101747	 0.061269768	 0.061269778	 0.061269778	 0.061269778
 0.000000000	 0.017245504	 0.014586985	 0.021023688	 0.037829479	 0.037829516	 0.037829516	 0.037829516
 0.000000000	 0.012542093	 0.012509384	 0.015605283	 0.018579762	 0.018579771	 0.018579771	 0.018579771
 0.000000000	 0.021696292	 0.011167897	 0.023660580	 0.048741995	 0.048741995	 0.048741995	 0.048741995
 0.000000000	 0.026610272	 0.007853659	 0.027440626	 0.055417626	 0.055417625	 0.055417698	 0.055417698
 0.000000000	 0.023118880	 0.010635114	 0.024397143	 0.029467390	 0.029467390	 0.029467390	 0.029467390
 0.000000000	 0.025181391	 0.020169458	 0.030913055	 0.055261592	 0.055261608	 0.055261608	 0.055261608
 0.000000000	 0.035458192	 0.027032317	 0.041644453	 0.077285308	 0.077285302	 0.077285393	 0.077285393
 0.000000000	 0.023859625	 0.050969066	 0.051470493	 0.053441381	 0.053441394	 0.053441394	 0.053441394
 0.000000000	 0.019333327	 0.030252242	 0.032306150	 0.038799447	 0.038799485	 0.038799485	 0.038799485
